from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5818001;5859425;104;7289;63;53;8862;59;52;8862;30;13696;26;13696
5818002;5859425;104;7298;62;50;8885;63;49;8885;28;14245;25;14245
5818003;5859425;101;7070;62;47;8657;60;46;8657;26;13565;23;13565
5818004;5859425;101;7049;62;47;8641;60;46;8641;26;13257;23;13257
5818005;5859425;104;7268;62;50;8860;63;49;8860;30;11722;27;11722
5818006;5859425;112;7836;84;65;9759;82;62;9759;28;14484;25;14484
5818007;5859425;108;7540;84;66;9882;82;63;9882;29;14827;26;14827
5818008;5859425;112;7875;86;74;10378;86;71;10378;29;15169;26;15169
5818009;5859425;115;8028;86;76;10530;88;73;10530;29;15440;26;15440
5818010;5859425;113;7944;89;78;15066;90;76;13676;30;15815;27;15815
5818011;5859425;112;7853;101;77;14975;102;75;13585;30;16242;27;16242
5818012;5859425;112;7840;101;77;14962;102;75;13572;31;16627;28;16627
5818013;5859425;130;9123;92;73;12916;101;70;12916;35;13371;32;13371
5818014;5859425;127;8868;89;70;12661;94;64;16833;33;12939;30;12939
5818015;5859425;125;8729;88;67;12454;89;61;16626;37;12980;33;12980
5818016;5859425;133;9321;92;72;12813;102;69;12813;35;13139;31;13139
5818017;5859425;128;8937;91;81;13152;101;76;12690;34;13096;31;13096
5818018;5859425;127;8912;91;83;12436;100;76;12665;35;13036;32;13036
5818019;5859425;153;10744;115;100;14980;126;107;13404;39;13272;36;13272
5818020;5859425;151;10561;112;97;14798;123;104;13221;37;13719;34;13719
5818021;5859425;147;10294;107;91;12362;114;91;12955;35;14128;32;14128
5818022;5859425;142;9958;104;88;14194;112;86;12618;39;14194;35;14194
5818023;5859425;145;10153;105;91;14390;113;89;12813;42;14420;39;14420
5818024;5859425;148;10386;110;94;14622;118;93;13046;45;18073;42;18073
5818025;5859425;157;10986;88;68;15138;105;82;12109;39;14736;35;14736
5818026;5859425;156;10890;88;66;15040;105;80;12010;39;14726;35;14731
5818027;5859425;195;13658;139;120;15725;151;133;15781;41;17280;37;17280
5818052;5859425;263;18401;126;106;36176;128;113;29733;37;22323;33;22327
5818053;5859425;266;18603;123;103;35984;122;104;29541;42;24539;37;24543
5818054;5859425;269;18818;127;106;36198;128;113;29755;44;24742;40;24746
5818055;5859425;289;20203;164;145;33214;161;139;33214;39;23385;35;23389
5818056;5859425;289;20220;167;146;33230;161;140;33230;41;23536;37;23540
5818057;5859425;300;21030;131;111;36941;127;106;29884;43;25682;38;25686
5818058;5859425;297;20822;125;108;36733;126;109;27338;42;25525;38;25529
5818059;5859425;297;20796;125;108;36706;126;108;27311;40;25099;36;25103
5818060;5859425;298;20853;125;109;36764;126;109;27369;43;25821;39;25825
5818061;5859425;296;20687;118;98;36243;119;98;26848;42;25683;37;25687
5818062;5859425;299;20920;120;101;36490;122;101;27095;41;25451;37;25455
5818063;5859425;301;21073;120;105;37213;120;105;27818;44;25650;40;25653
5818064;5859425;311;21785;120;107;48310;120;107;27952;41;25424;37;25428
5818065;5859425;308;21592;119;104;47931;117;105;28700;42;25710;37;25714
5818066;5859425;311;21781;120;108;48194;122;102;28440;45;26119;40;26122
5818067;5859425;315;22052;128;115;26387;122;104;28778;47;26440;42;26444
5818068;5859425;317;22218;130;114;26318;122;103;28709;49;26825;43;29255
5818069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5818070;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5818071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5818072;5859425;344;24046;141;133;45939;145;121;30892;41;28204;36;28219
5819860;5859425;242;16966;136;115;26735;141;116;19178;53;26593;47;25726
5819861;5859425;233;16296;128;107;18557;134;107;18557;52;24773;45;24654
5819862;5859425;230;16070;128;104;18331;134;104;18331;52;24547;45;24428
5819863;5859425;225;15767;114;99;18029;134;99;18029;50;24175;43;24057
5819864;5859425;222;15542;110;96;17803;127;96;17803;50;23983;43;23864
5819865;5859425;215;15076;98;85;25218;120;89;17288;50;24678;44;23721
5819866;5859425;213;14919;98;83;25062;120;86;17131;49;24456;43;24445
5819867;5859425;210;14677;98;82;24994;120;85;17063;48;24035;42;24023
5819868;5859425;217;15160;98;85;24845;120;88;16914;50;23954;44;23943
5819869;5859425;199;13935;116;101;18132;134;101;18132;47;23427;41;23416
5819870;5859425;194;13572;111;100;30963;134;99;18044;47;23150;41;23139
5819871;5859425;192;13407;118;97;30798;134;103;18285;47;22924;41;22913
5819872;5859425;191;13380;120;99;30950;134;106;18507;46;22860;40;22849
5819873;5859425;183;12842;120;99;30321;141;112;18924;45;22195;39;22183
5819874;5859425;177;12381;121;95;30026;141;115;19110;46;22275;40;22264
5819875;5859425;194;13569;144;127;27585;156;128;20027;47;22642;42;22630
5819876;5859425;195;13640;143;128;27655;152;129;20098;45;21269;39;21258
5819893;5859425;131;9186;78;65;10741;85;65;10741;35;15548;32;15548
5819894;5859425;132;9251;78;66;10806;86;66;10806;32;15154;29;15154
5819895;5859425;110;7676;74;60;9334;72;59;9334;30;15216;26;15216
5819896;5859425;107;7461;70;57;9119;69;56;9119;28;13907;25;13907
5819897;5859425;104;7255;62;54;8913;62;53;8913;27;13609;24;13609
5819898;5859425;102;7144;62;51;8717;59;50;8717;27;13551;24;13551
5819899;5859425;100;7017;61;49;8590;59;48;8590;28;13400;25;13400
5819900;5859425;103;7193;62;49;8780;63;48;8780;26;13598;23;13598
5819901;5859425;96;6737;58;48;8761;58;47;8761;26;13060;24;13060
5819902;5859425;104;7292;62;50;8885;63;49;8885;31;11749;27;11749
5819903;5859425;106;7420;84;73;7499;86;70;10357;29;11439;25;11439
5819904;5859425;103;7238;80;71;7317;82;67;10113;31;15193;28;11439
5819905;5859425;108;7562;84;72;10254;84;69;10254;29;15801;26;15801
5819906;5859425;116;8146;89;81;15267;91;76;10761;31;15800;28;15800
5819907;5859425;111;7762;94;76;14884;94;74;13494;29;15757;26;15757
5819908;5859425;108;7588;96;73;14710;93;71;13320;30;16106;27;16106
5819909;5859425;109;7660;101;74;14782;100;72;13392;30;16546;27;16546
5819910;5859425;130;9110;92;73;12903;101;70;12903;36;13362;33;13362
5819911;5859425;128;8966;89;71;12759;101;68;12759;34;12945;30;12945
5819912;5859425;121;8442;88;67;11932;94;64;11932;36;12706;32;12706
5819913;5859425;123;8620;89;69;12110;100;66;12110;34;12358;31;12358
5819914;5859425;127;8919;91;81;13134;101;76;12672;33;12511;29;12511
5819915;5859425;123;8586;90;78;12109;100;75;12109;35;12891;32;12891
5819916;5859425;125;8771;90;81;12295;100;76;12321;37;13040;34;13040
5819917;5859425;139;9726;98;83;11793;106;83;12386;35;13396;32;13396
5819918;5859425;137;9600;95;83;13836;106;81;12260;35;13691;32;13691
5819919;5859425;140;9821;99;84;11888;110;85;12481;39;14178;36;14178
5819920;5859425;146;10215;105;90;12282;114;90;12875;41;14024;37;14024
5819921;5859425;158;11037;88;68;15189;105;82;12159;37;14011;33;14011
5819922;5859425;154;10805;87;65;14957;104;79;11927;37;14577;33;14577
5819923;5859425;152;10614;83;62;14766;100;76;11737;37;14493;33;14493
5819924;5859425;152;10672;87;63;14812;104;77;11782;38;14615;35;14615
5819949;5859425;260;18202;132;116;36902;140;123;30459;37;22292;33;22296
5819950;5859425;267;18658;123;104;36038;122;105;29595;41;24434;37;24438
5819951;5859425;269;18847;123;103;35802;121;105;29359;42;24449;37;24453
5819952;5859425;274;19208;127;106;35700;124;113;29258;43;24337;39;24340
5819953;5859425;279;19509;127;111;36164;125;105;29107;41;23561;37;23565
5819954;5859425;281;19692;121;107;35885;123;101;28828;45;24924;41;24928
5819955;5859425;284;19859;122;104;35697;122;104;26302;41;25385;37;25389
5819956;5859425;292;20467;121;103;36378;122;103;26983;42;25446;38;25450
5819957;5859425;291;20404;120;103;36315;121;103;26920;43;25754;38;25758
5819958;5859425;291;20367;118;97;35962;118;98;26567;43;25878;38;25881
5819959;5859425;300;21034;119;109;37023;123;109;27628;44;23302;39;23306
5819960;5859425;297;20779;118;102;27734;118;104;27886;45;23408;40;23411
5819961;5859425;306;21395;118;102;27764;121;103;27756;44;26429;39;26432
5819962;5859425;304;21248;119;106;48095;116;100;27608;44;26230;39;26234
5819963;5859425;312;21839;119;104;27922;118;98;28179;47;26504;42;26508
5819964;5859425;312;21847;113;90;28018;114;96;28229;46;26532;41;28842
5819965;5859425;314;21986;120;109;26013;117;98;28404;47;28925;41;28940
5819966;5859425;318;22241;129;113;26290;122;102;28681;50;29223;44;29238
5819967;5859425;321;22456;132;115;26902;122;104;29293;46;28248;40;28263
5819968;5859425;338;23638;139;123;30484;138;115;30484;44;28329;39;28344
5819969;5859425;334;23391;136;120;30237;132;107;30237;41;28489;36;28504
5821755;5859425;270;18893;202;142;20038;200;139;20038;56;27016;49;26965
5821756;5859425;241;16898;136;115;26716;141;115;19159;52;25491;45;25372
5821757;5859425;236;16516;128;110;26335;141;110;18777;53;24937;46;24818
5821758;5859425;238;16659;128;112;26478;141;112;18920;55;24777;48;24658
5821759;5859425;226;15819;114;100;18080;134;100;18080;53;24306;46;24187
5821760;5859425;222;15516;110;96;17778;127;96;17778;51;23940;44;23821
5821761;5859425;219;15318;105;89;25460;121;92;17530;50;23616;43;23498
5821762;5859425;215;15049;98;86;25241;120;89;17310;49;24514;43;24503
5821763;5859425;213;14934;93;78;24396;108;81;16465;51;24677;44;23466
5821764;5859425;219;15324;98;83;24738;120;87;16807;52;25129;46;23829
5821765;5859425;201;14093;124;103;18290;134;103;18290;48;23594;42;23583
5821766;5859425;198;13841;120;103;31232;134;103;18313;46;23176;41;23164
5821767;5859425;199;13923;122;105;31314;134;104;18395;49;23648;44;23636
5821768;5859425;204;14246;124;109;18717;134;109;18717;50;23110;44;23099
5821769;5859425;183;12834;126;100;30344;142;118;19328;48;22381;42;22370
5821770;5859425;177;12389;124;98;29876;142;119;19446;46;22330;40;22319
5821771;5859425;172;12013;119;94;29542;137;116;16272;47;22644;41;22632
5821772;5859425;176;12310;127;97;29796;139;121;16568;47;23075;42;23064
5821773;5859425;205;14366;151;139;28382;154;139;20824;45;21287;40;21276
5821788;5859425;184;12853;126;116;14409;135;118;14409;47;19435;42;19435
5821789;5859425;-1;-1;-1;-1;-1;-1;-1;-1;34;15254;30;15254
5821790;5859425;106;7432;84;69;66892;88;77;10535;31;15240;27;15240
5821791;5859425;104;7267;80;66;66727;86;75;10370;31;15277;28;15277
5821792;5859425;109;7600;74;59;9258;72;58;9258;28;13935;25;13935
5821793;5859425;103;7196;62;53;8854;59;52;8854;27;13482;23;13482
5821794;5859425;96;6747;57;47;8405;57;46;8405;26;13203;23;13203
5821795;5859425;96;6707;58;49;8212;57;48;8212;27;13092;24;13092
5821796;5859425;92;6464;58;46;8016;56;45;8016;24;12679;22;12679
5821797;5859425;95;6682;58;50;8324;57;49;8324;26;12799;24;12799
5821798;5859425;98;6834;62;52;8476;60;51;8476;26;12541;24;12541
5821799;5859425;101;7039;78;68;7117;84;73;10581;29;11452;26;11452
5821800;5859425;101;7070;78;68;7149;82;71;10412;31;11257;28;11257
5821801;5859425;106;7396;84;73;7475;86;73;10544;33;16045;30;16045
5821802;5859425;119;8355;95;84;15477;94;80;11031;34;15993;30;15993
5821803;5859425;112;7825;99;76;14947;94;74;13557;31;15931;28;15931
5821804;5859425;104;7291;93;71;14551;97;67;13022;31;16392;28;16392
5821805;5859425;122;8511;93;82;17170;101;75;12898;34;13185;31;13185
5821806;5859425;120;8370;91;80;17030;101;73;12757;35;13107;32;13107
5821807;5859425;117;8190;89;69;12072;100;66;12072;32;12737;29;12737
5821808;5859425;117;8182;85;70;12397;89;61;11710;34;12425;30;12425
5821809;5859425;118;8257;85;70;10364;94;65;11993;33;12235;30;12235
5821810;5859425;120;8374;87;72;10482;100;72;11898;33;12534;30;12534
5821811;5859425;122;8508;89;77;12031;100;74;12031;35;12813;32;12813
5821812;5859425;125;8741;90;81;12264;100;76;12290;36;13019;32;13019
5821813;5859425;132;9264;94;78;13500;100;77;11924;34;13292;31;13292
5821814;5859425;133;9332;94;79;13568;104;78;11992;37;13684;34;13684
5821815;5859425;132;9243;94;78;13480;100;76;11903;37;13307;34;13307
5821816;5859425;132;9258;94;78;13495;100;77;11919;39;13915;36;13915
5821817;5859425;143;10006;91;73;14242;108;87;11213;36;13979;33;13979
5821818;5859425;155;10833;87;66;14985;104;80;11955;36;14078;32;14078
5821819;5859425;147;10300;83;61;14668;99;75;11638;36;14148;32;14148
5821820;5859425;152;10666;87;63;14806;104;77;11776;37;14504;33;14504
5821821;5859425;155;10873;95;82;15109;116;96;12079;35;13980;32;13980
5821846;5859425;261;18252;129;109;35889;127;116;29446;41;24354;36;24358
5821847;5859425;271;18959;123;102;35432;122;103;28989;40;24066;36;24069
5821848;5859425;272;19022;123;104;35539;119;105;29096;41;24062;36;24066
5821849;5859425;276;19291;127;109;35900;124;113;26681;41;23874;37;23878
5821850;5859425;277;19373;119;103;35600;121;103;26205;43;24768;39;24772
5821851;5859425;282;19723;120;101;35490;121;101;26095;42;24627;38;24631
5821852;5859425;287;20116;120;98;35678;119;98;26284;42;24715;37;24718
5821853;5859425;288;20161;119;99;36055;118;99;26660;42;24874;38;24878
5821854;5859425;290;20300;118;97;35929;117;97;26534;43;23136;38;23140
5821855;5859425;293;20509;115;104;29611;115;101;27463;45;23264;39;23268
5821856;5859425;295;20657;117;100;27612;117;103;27611;44;23221;39;23225
5821857;5859425;298;20886;114;101;29402;112;95;27250;45;26591;40;26595
5821858;5859425;303;21227;114;103;29551;113;99;28053;46;26395;41;26399
5821859;5859425;307;21494;111;90;27633;113;96;27843;46;26411;41;26415
5821860;5859425;313;21896;114;91;28068;114;97;28278;48;28756;42;28770
5821861;5859425;310;21724;117;103;27806;115;99;28557;46;28637;41;28652
5821862;5859425;314;21991;119;109;26524;117;98;28915;46;28083;41;28098
5821863;5859425;317;22206;121;111;26652;118;100;29043;45;28182;40;28196
5821864;5859425;321;22481;132;115;26927;124;104;30009;44;28306;39;28321
5821865;5859425;325;22726;136;113;29751;123;100;29751;46;28611;40;28625
5821866;5859425;328;22988;133;114;29834;126;101;29834;46;28914;40;28929
5821867;5859425;333;23286;133;118;44851;126;102;30273;47;29182;41;29327
5823649;5859425;271;18999;202;143;20144;200;140;20144;57;27126;50;27074
5823650;5859425;257;17978;155;130;27797;161;131;20240;54;25623;47;25504
5823651;5859425;240;16782;128;113;26600;141;114;19043;53;25164;46;25046
5823652;5859425;242;16921;136;115;26740;141;116;19183;56;25534;49;25416
5823653;5859425;246;17198;139;119;27017;147;120;19460;55;24376;48;24258
5823654;5859425;222;15572;110;97;16768;127;97;16768;51;23955;44;23837
5823655;5859425;219;15348;105;90;24474;121;94;16544;48;23332;42;23214
5823656;5859425;220;15387;98;84;24506;120;88;16576;56;23493;49;23442
5823657;5859425;217;15198;93;79;24152;108;82;16221;51;23344;44;23293
5823658;5859425;219;15326;98;83;24740;120;87;16809;53;25159;47;23858
5823659;5859425;206;14414;126;108;18612;134;108;18612;47;23773;42;23762
5823660;5859425;200;14015;128;108;18662;134;108;18662;49;24043;44;24032
5823661;5859425;202;14152;124;108;18624;134;108;18624;48;23676;42;23665
5823662;5859425;205;14374;126;111;26403;141;111;18846;52;24200;46;24189
5823663;5859425;210;14727;134;116;26756;141;116;19199;50;22554;45;22542
5823664;5859425;176;12293;127;99;29909;140;120;16551;48;22542;42;22531
5823665;5859425;171;11952;127;98;29843;139;116;16210;46;22655;40;22644
5823666;5859425;168;11767;123;99;29907;140;113;16025;47;22984;41;22973
5823667;5859425;167;11700;130;102;29197;141;112;15958;47;23498;41;23486
5823668;5859425;167;11664;130;102;29161;141;111;15922;49;20606;43;20606
5823669;5859425;170;11933;136;105;15166;142;115;16191;50;20737;44;20737
5823681;5859425;180;12594;124;113;14149;127;115;14149;43;19185;38;19185
5823682;5859425;183;12844;126;116;14399;135;118;14399;38;16127;35;16127
5823683;5859425;-1;-1;-1;-1;-1;-1;-1;-1;36;15958;33;15958
5823684;5859425;105;7320;80;67;66781;86;75;10424;32;15250;29;15250
5823685;5859425;101;7084;77;64;66544;84;72;10188;29;15058;26;15058
5823686;5859425;100;7025;76;63;66485;82;71;10129;32;14959;28;14959
5823687;5859425;96;6690;62;53;8843;59;52;8843;27;13493;24;13493
5823688;5859425;96;6716;62;51;8715;59;50;8715;27;13429;24;13429
5823689;5859425;91;6344;62;51;8732;59;50;8732;27;13567;24;13567
5823690;5859425;89;6234;57;44;7915;54;43;7915;25;12692;22;12692
5823691;5859425;95;6627;58;49;8269;57;48;8269;24;12409;21;12409
5823692;5859425;95;6621;74;62;6700;80;68;9656;24;12381;22;12381
5823693;5859425;96;6690;74;63;6768;82;69;9725;29;10761;26;10761
5823694;5859425;99;6941;77;66;7020;84;73;9976;33;11366;30;11366
5823695;5859425;104;7270;80;71;7349;87;78;10870;36;16283;33;16283
5823696;5859425;105;7330;99;80;15208;98;67;13062;32;15921;29;15921
5823697;5859425;102;7109;98;76;14933;92;64;12841;30;16574;27;16574
5823698;5859425;101;7082;98;74;14767;92;64;12814;32;16561;29;16561
5823699;5859425;119;8318;91;79;16978;101;72;12705;33;13029;30;13029
5823700;5859425;116;8138;89;76;16798;100;73;12548;33;12866;30;12866
5823701;5859425;112;7846;87;70;12142;89;63;11968;32;12561;29;12561
5823702;5859425;115;8020;83;68;12235;89;63;11773;32;12074;29;12074
5823703;5859425;114;7950;83;67;12165;88;62;11703;32;12235;29;12235
5823704;5859425;114;8012;83;68;12227;89;63;11765;32;12148;29;12148
5823705;5859425;120;8373;87;72;10481;100;72;11896;34;12560;31;12560
5823706;5859425;127;8869;87;71;10936;100;71;11529;33;12820;30;12820
5823707;5859425;128;8938;90;72;11005;100;72;11598;35;13236;32;13236
5823708;5859425;132;9216;94;78;13452;100;76;11876;35;13463;31;13463
5823709;5859425;127;8921;88;72;10988;100;72;11581;34;13068;31;13068
5823710;5859425;139;9706;85;69;13943;102;83;10913;37;13731;34;13731
5823711;5859425;141;9863;88;71;14100;108;85;11070;35;13864;31;13864
5823712;5859425;142;9968;84;63;14540;102;77;11510;36;13862;32;13862
5823713;5859425;147;10323;83;62;14480;99;76;11450;35;14109;32;14109
5823714;5859425;158;11050;97;84;15287;116;98;12257;35;13809;32;13809
5823715;5859425;151;10554;94;77;14790;108;91;11760;35;13871;32;13871
5823741;5859425;267;18679;123;104;35552;120;105;29109;39;23669;35;23673
5823742;5859425;269;18804;119;101;35010;117;102;28568;39;23628;34;23632
5823743;5859425;271;18988;121;102;35086;117;103;28643;40;23807;36;23811
5823744;5859425;276;19350;118;100;35419;118;100;26024;40;24049;35;24053
5823745;5859425;277;19416;116;96;35138;116;96;25743;40;24167;36;24171
5823746;5859425;280;19629;115;97;35573;117;97;26178;41;24496;36;24499
5823747;5859425;285;19957;115;96;35552;117;96;26157;42;24839;37;22813
5823748;5859425;287;20095;114;102;29477;113;100;27330;43;22588;38;22592
5823749;5859425;292;20467;114;101;29440;113;99;27293;42;23029;37;23033
5823750;5859425;292;20434;114;100;29365;113;98;27218;43;23163;38;23167
5823751;5859425;298;20826;106;90;26981;111;95;26981;46;23600;41;23429
5823752;5859425;301;21060;114;99;29289;113;97;27142;49;27616;43;27620
5823753;5859425;303;21243;108;87;27426;111;93;27637;46;27200;40;27204
5823754;5859425;305;21319;112;92;27496;113;100;28611;46;28566;40;28581
5823755;5859425;310;21686;117;102;27769;115;100;28631;44;28326;39;28341
5823756;5859425;315;22044;121;110;26550;117;99;28941;44;28040;38;28054
5823757;5859425;317;22164;121;103;28752;117;100;29062;45;28144;40;28159
5823758;5859425;321;22501;132;115;26947;124;104;29338;46;28414;40;28429
5823759;5859425;325;22775;136;114;29822;127;101;29822;46;28732;40;28747
5823760;5859425;329;22996;135;114;29842;126;101;29842;46;28887;40;28902
5823761;5859425;333;23309;133;118;44871;126;103;30307;46;29029;40;29043
5823762;5859425;337;23609;133;118;44866;126;104;30801;47;29427;41;29047
